 00100; 00000; 00000; 00000;18:12:53;17.07.2017
-00158; 00000; 00000; 00000;18:12:54;17.07.2017
 00082; 00000; 00000; 00000;18:12:55;17.07.2017
 00061; 00000; 00000; 00000;18:12:56;17.07.2017
 00000; 00000; 00000; 00000;18:12:57;17.07.2017
 00002; 00000; 00000; 00000;18:12:58;17.07.2017
 00028; 00000; 00000; 00000;18:12:59;17.07.2017
 00050; 00000; 00000; 00000;18:13:01;17.07.2017
 00061; 00000; 00000; 00000;18:13:02;17.07.2017
 00077; 00000; 00000; 00000;18:13:03;17.07.2017
-00175; 00000; 00000; 00000;18:13:04;17.07.2017
 00073; 00000; 00000; 00000;18:13:05;17.07.2017
 00078; 00000; 00000; 00000;18:13:06;17.07.2017
 00043; 00000; 00000; 00000;18:13:07;17.07.2017
-00280; 00000; 00000; 00000;18:13:08;17.07.2017
 00018; 00000; 00000; 00000;18:13:09;17.07.2017
 00056; 00000; 00000; 00000;18:13:10;17.07.2017
 00027; 00000; 00000; 00000;18:13:12;17.07.2017
 00066; 00000; 00000; 00000;18:13:13;17.07.2017
 00063; 00000; 00000; 00000;18:13:14;17.07.2017
-00089; 00000; 00000; 00000;18:13:15;17.07.2017
 00105; 00000; 00000; 00000;18:13:16;17.07.2017
 00235; 00000; 00000; 00000;18:13:17;17.07.2017
 00002; 00000; 00000; 00000;18:13:18;17.07.2017
 00119; 00000; 00000; 00000;18:13:19;17.07.2017
 00000; 00000; 00000; 00000;18:13:20;17.07.2017
-00001; 00000; 00000; 00000;18:13:21;17.07.2017
-00002; 00000; 00000; 00000;18:13:23;17.07.2017
-00002; 00000; 00000; 00000;18:13:24;17.07.2017
-00002; 00000; 00000; 00000;18:13:25;17.07.2017
-00002; 00000; 00000; 00000;18:13:26;17.07.2017
-00002; 00000; 00000; 00000;18:13:27;17.07.2017
-00013; 00000;-00004; 00000;18:13:28;17.07.2017
 00028; 00000; 00000; 00000;18:13:29;17.07.2017
 00143; 00000; 00000; 00000;18:13:30;17.07.2017
 00247; 00000; 00000; 00000;18:13:31;17.07.2017
 00295; 00000; 00000; 00000;18:13:32;17.07.2017
 00009;-00001; 00000; 00000;18:13:34;17.07.2017
-00081; 00000; 00000; 00000;18:13:35;17.07.2017
 00062; 00000; 00000; 00000;18:13:36;17.07.2017
 00052; 00000; 00000; 00000;18:13:37;17.07.2017
-00578; 00000; 00000; 00000;18:13:38;17.07.2017
-00037; 00000; 00000; 00000;18:13:39;17.07.2017
 00034; 00000; 00042; 00158;18:13:40;17.07.2017
 00053; 00000; 00170; 00240;18:13:41;17.07.2017
-00251; 00000; 00000; 00000;18:13:42;17.07.2017
-00135; 00000; 00000; 00004;18:13:43;17.07.2017
 00016; 00000; 00000; 00005;18:13:45;17.07.2017
 00068; 00000; 00000; 00002;18:13:46;17.07.2017
-00369; 00000; 00000; 00897;18:13:47;17.07.2017
-00007; 00000; 00000; 00053;18:13:48;17.07.2017
 00068; 00000; 00000; 00004;18:13:49;17.07.2017
 00042; 00000; 00000; 00016;18:13:50;17.07.2017
-00559; 00000; 00000; 00902;18:13:51;17.07.2017
 00041; 00000; 00000; 00000;18:13:52;17.07.2017
 00062; 00000; 00000; 00000;18:13:53;17.07.2017
-00150; 00000; 00000; 00239;18:13:54;17.07.2017
