 00000; 00000; 00000; 00000;21:45:07;03.08.2017
 00000; 00000; 00000; 00000;21:45:08;03.08.2017
 00000; 00000; 00000; 00000;21:45:08;03.08.2017
-09999; 09999; 00000; 00000;21:45:09;03.08.2017
-09999; 09999;-07544; 05471;21:45:09;03.08.2017
-09999; 09999;-08220; 05600;21:45:09;03.08.2017
-09999; 09999;-08230; 05645;21:45:10;03.08.2017
-09999; 09999;-08261; 05629;21:45:10;03.08.2017
-09999; 09999;-08182; 05600;21:45:11;03.08.2017
-09999; 09999;-08233; 05595;21:45:11;03.08.2017
-09999; 09999;-08184; 05641;21:45:11;03.08.2017
-09999; 09999;-08253; 05641;21:45:12;03.08.2017
-09999; 09999;-08206; 05602;21:45:12;03.08.2017
-09999; 09999;-08206; 05627;21:45:13;03.08.2017
-09999; 09999;-08249; 05561;21:45:13;03.08.2017
-09999; 09999;-08272; 05594;21:45:13;03.08.2017
 00000; 09999;-08297; 05571;21:45:14;03.08.2017
 00000; 00000; 00000; 00000;21:45:14;03.08.2017
 00000; 00000; 00000; 00000;21:45:15;03.08.2017
 00000; 00000; 00000; 00000;21:45:15;03.08.2017
 00000; 00000; 00000; 00000;21:45:15;03.08.2017
 00000; 00000; 00000; 00000;21:45:16;03.08.2017
 00000; 00000; 00000; 00000;21:45:16;03.08.2017
 00000; 00000; 00000; 00000;21:45:17;03.08.2017
 00000; 00000; 00000; 00000;21:45:17;03.08.2017
 00000; 00000; 00000; 00000;21:45:17;03.08.2017
 00000; 00000; 00000; 00000;21:45:18;03.08.2017
 00000; 00000; 00000; 00000;21:45:18;03.08.2017
 00000; 00000; 00000; 00000;21:45:19;03.08.2017
 00000; 00000; 00000; 00000;21:45:19;03.08.2017
 00000; 00000; 00000; 00000;21:45:19;03.08.2017
 00000; 00000; 00000; 00000;21:45:20;03.08.2017
 00000; 00000; 00000; 00000;21:45:20;03.08.2017
 00000; 00000; 00000; 00000;21:45:21;03.08.2017
 00000; 00000; 00000; 00000;21:45:21;03.08.2017
