 00000; 00000; 00000; 00000;17:57:19;03.08.2017
 00000; 00000; 00000; 00000;17:57:19;03.08.2017
 00000; 00000; 00000; 00000;17:57:20;03.08.2017
-09999; 09999; 00000; 00000;17:57:20;03.08.2017
-09999; 09999;-08336; 05077;17:57:21;03.08.2017
-09999; 09999;-08592; 05166;17:57:21;03.08.2017
-09999; 09999;-08531; 05164;17:57:21;03.08.2017
-09999; 09999;-08577; 05240;17:57:22;03.08.2017
-09999; 09999;-08542; 05257;17:57:22;03.08.2017
-09999; 09999;-08557; 05176;17:57:23;03.08.2017
-09999; 09999;-08523; 05220;17:57:23;03.08.2017
-09999; 09999;-08591; 05220;17:57:23;03.08.2017
-09999; 09999;-08600; 05182;17:57:24;03.08.2017
-09999; 09999;-08564; 05199;17:57:24;03.08.2017
-09999; 09999;-08564; 05169;17:57:25;03.08.2017
-09999; 09999;-08561; 05225;17:57:25;03.08.2017
 00000; 00000;-08579; 05195;17:57:25;03.08.2017
 00000; 00000; 00000; 00000;17:57:26;03.08.2017
 00000; 00000; 00000; 00000;17:57:26;03.08.2017
 00000; 00000; 00000; 00000;17:57:27;03.08.2017
 00000; 00000; 00000; 00000;17:57:27;03.08.2017
 00000; 00000; 00000; 00000;17:57:27;03.08.2017
 00000; 00000; 00000; 00000;17:57:28;03.08.2017
 00297; 00000; 00000; 00000;17:57:28;03.08.2017
 00297; 00045; 00000; 00000;17:57:29;03.08.2017
 00000; 00045; 00000; 00000;17:57:29;03.08.2017
 00000; 00385; 00000; 00000;17:57:29;03.08.2017
 00000; 00454; 00040; 00000;17:57:30;03.08.2017
 00000; 00000; 00555; 00000;17:57:30;03.08.2017
 00000; 00000; 00004; 00741;17:57:31;03.08.2017
 00000; 00000; 00000; 00741;17:57:31;03.08.2017
 00000; 00000; 00000; 00666;17:57:31;03.08.2017
 00000; 00000; 00000; 00489;17:57:32;03.08.2017
 00000; 00000; 00000; 00925;17:57:32;03.08.2017
 00000; 00000; 00000; 00931;17:57:33;03.08.2017
 00000; 00000; 00000; 00885;17:57:33;03.08.2017
 00000; 00000; 00002; 00409;17:57:33;03.08.2017
 00000; 00000; 00435;-00001;17:57:34;03.08.2017
 00000; 00000; 00485;-00001;17:57:34;03.08.2017
 00000; 00343; 00000; 00000;17:57:35;03.08.2017
 00000; 00708; 00000; 00000;17:57:35;03.08.2017
 00161; 00309; 00000; 00000;17:57:35;03.08.2017
 00809; 00000; 00000; 00000;17:57:36;03.08.2017
-00001; 00000; 00000; 00000;17:57:36;03.08.2017
-00001; 00000; 00000; 00000;17:57:37;03.08.2017
-00001; 00000; 00000; 00000;17:57:37;03.08.2017
 00000; 00000; 00000; 00000;17:57:37;03.08.2017
 00000; 00000; 00000; 00000;17:57:38;03.08.2017
 00000; 00000; 00000; 00000;17:57:38;03.08.2017
 00000; 00000; 00000; 00000;17:57:39;03.08.2017
 00000; 00000; 00000; 00000;17:57:39;03.08.2017
 00000; 00000; 00000; 00000;17:57:39;03.08.2017
